0.000000000000000000e+00,-2.058820013940620342e-15
9.973310011396167851e-02,7.071927435118394861e-03
1.994662002279233570e-01,1.414375654507972133e-02
2.991993003418850217e-01,2.121537527848350174e-02
3.989324004558467140e-01,2.828664135786394807e-02
4.986655005698084064e-01,3.535735972033002272e-02
5.983986006837700433e-01,4.242724930561565105e-02
6.981317007977317912e-01,4.949589259550898207e-02
7.978648009116934281e-01,5.656265766653728599e-02
8.975979010256550650e-01,6.362657723796259768e-02
9.973310011396168129e-01,7.068616031270899547e-02
1.097064101253578450e+00,7.773909887041732802e-02
1.196797201367540087e+00,8.478181078745881949e-02
1.296530301481501724e+00,9.180872810311151155e-02
1.396263401595463582e+00,9.881118907096374249e-02
1.495996501709425219e+00,1.057757156589406722e-01
1.595729601823386856e+00,1.126813394792675893e-01
1.695462701937348493e+00,1.194954614583868535e-01
1.795195802051310130e+00,1.261674658298606866e-01
1.894928902165271989e+00,1.326189316860423018e-01
1.994662002279233626e+00,1.387287745104716086e-01
2.094395102393195263e+00,1.443110428106247900e-01
2.194128202507156900e+00,1.490825755492461713e-01
2.293861302621118536e+00,1.526178770701103748e-01
2.393594402735080173e+00,1.542908209615631021e-01
2.493327502849041810e+00,1.532101911226199376e-01
2.593060602963003447e+00,1.481737271357973507e-01
2.692793703076965528e+00,1.376983653150706255e-01
2.792526803190927165e+00,1.202269261432628022e-01
2.892259903304888802e+00,9.462096110634336810e-02
2.991993003418850439e+00,6.092730379207725311e-02
3.091726103532812076e+00,2.108288231907211666e-02
3.191459203646773712e+00,-2.108288231907373689e-02
3.291192303760735349e+00,-6.092730379207880742e-02
3.390925403874696986e+00,-9.462096110634464485e-02
3.490658503988658623e+00,-1.202269261432637459e-01
3.590391604102620260e+00,-1.376983653150712916e-01
3.690124704216581897e+00,-1.481737271357978503e-01
3.789857804330543978e+00,-1.532101911226202706e-01
3.889590904444505615e+00,-1.542908209615633797e-01
3.989324004558467252e+00,-1.526178770701105691e-01
4.089057104672428444e+00,-1.490825755492464488e-01
4.188790204786390525e+00,-1.443110428106252341e-01
4.288523304900352606e+00,-1.387287745104721914e-01
4.388256405014313799e+00,-1.326189316860430512e-01
4.487989505128275880e+00,-1.261674658298616858e-01
4.587722605242237073e+00,-1.194954614583881719e-01
4.687455705356199154e+00,-1.126813394792690881e-01
4.787188805470160347e+00,-1.057757156589423375e-01
4.886921905584122428e+00,-9.881118907096549109e-02
4.986655005698083620e+00,-9.180872810311335730e-02
5.086388105812045701e+00,-8.478181078746081789e-02
5.186121205926006894e+00,-7.773909887041957623e-02
5.285854306039968975e+00,-7.068616031271132694e-02
5.385587406153931056e+00,-6.362657723796505405e-02
5.485320506267892249e+00,-5.656265766653983951e-02
5.585053606381854330e+00,-4.949589259551171599e-02
5.684786706495815523e+00,-4.242724930561864866e-02
5.784519806609777604e+00,-3.535735972033336033e-02
5.884252906723738796e+00,-2.828664135786756670e-02
5.983986006837700877e+00,-2.121537527848733895e-02
6.083719106951662070e+00,-1.414375654508375629e-02
6.183452207065624151e+00,-7.071927435122508758e-03
