0.000000000000000000e+00,1.753336392081932260e+01
1.010896823738643008e-01,-1.242730673141075215e+01
2.021793647477286016e-01,4.424672091565683196e+00
3.032690471215929162e-01,-7.914609123919932321e-01
4.043587294954572031e-01,7.109196349501475942e-02
5.054484118693215455e-01,-3.215530155875240097e-03
6.065380942431858324e-01,7.103995005690641852e-05
7.076277766170501193e-01,-1.226154444989715785e-06
8.087174589909144062e-01,-7.005251578773963470e-08
9.098071413647786931e-01,-1.152608847632984150e-08
1.010896823738643091e+00,-1.452496022883653723e-09
1.111986506112507378e+00,-1.503654893941160128e-10
1.213076188486371665e+00,-1.277722101952225907e-11
1.314165870860235952e+00,-8.912746897366330430e-13
1.415255553234100239e+00,-5.102746241089959078e-14
1.516345235607964526e+00,-2.397135700809304751e-15
1.617434917981828812e+00,-9.237103543237631006e-17
1.718524600355693099e+00,-2.918727061612823164e-18
1.819614282729557386e+00,-7.560414458026758823e-20
1.920703965103421673e+00,-1.605128817772985900e-21
2.021793647477286182e+00,-2.792940619956177091e-23
2.122883329851150247e+00,-3.983442627220087215e-25
2.223973012225014756e+00,-4.658775006681531350e-27
2.325062694598878821e+00,-4.471225423534113119e-29
2.426152376972743330e+00,-3.525755637081437803e-31
2.527242059346607395e+00,-2.288431809989089144e-33
2.628331741720471904e+00,-1.225709284712981893e-35
2.729421424094335968e+00,-5.435651680699767499e-38
2.830511106468200477e+00,-2.004052481724716494e-40
2.931600788842064542e+00,-6.170992826589221400e-43
3.032690471215929051e+00,-1.594299339070673265e-45
3.133780153589793116e+00,-3.468841628575201879e-48
3.234869835963657625e+00,-3.468841628713883963e-48
3.335959518337522134e+00,-1.594299339113849168e-45
3.437049200711386199e+00,-6.170992826735151008e-43
3.538138883085250708e+00,-2.004052481182238977e-40
3.639228565459114773e+00,-5.435651680699767499e-38
3.740318247832979281e+00,-1.225709284690316581e-35
3.841407930206843346e+00,-2.288431810622659423e-33
3.942497612580707855e+00,-3.525755636917971082e-31
4.043587294954572364e+00,-4.471225423691518173e-29
4.144676977328436429e+00,-4.658775006302859161e-27
4.245766659702300494e+00,-3.983442627164705819e-25
4.346856342076164559e+00,-2.792940619849925332e-23
4.447946024450029512e+00,-1.605128817833836070e-21
4.549035706823893577e+00,-7.560414458026758823e-20
4.650125389197757642e+00,-2.918727061538275809e-18
4.751215071571621706e+00,-9.237103543935514062e-17
4.852304753945486659e+00,-2.397135700824172018e-15
4.953394436319350724e+00,-5.102746241156901183e-14
5.054484118693214789e+00,-8.912746896940909987e-13
5.155573801067079742e+00,-1.277722101957145047e-11
5.256663483440943807e+00,-1.503654893930204897e-10
5.357753165814807872e+00,-1.452496022946809583e-09
5.458842848188671937e+00,-1.152608847632984150e-08
5.559932530562536890e+00,-7.005251578636161797e-08
5.661022212936400955e+00,-1.226154444993208948e-06
5.762111895310265020e+00,7.103995005690855982e-05
5.863201577684129084e+00,-3.215530155875228387e-03
5.964291260057994037e+00,7.109196349501470391e-02
6.065380942431858102e+00,-7.914609123919932321e-01
6.166470624805722167e+00,4.424672091565684084e+00
6.267560307179586232e+00,-1.242730673141075215e+01
